1,5684
21,1092
23,3031
28,9646
30,8302
39,9184
43,420
45,6979
60,8610
65,8281
76,2184
78,8540
81,2527
87,9898
96,3360
110,6146
121,6370
136,2009
137,2177
143,1897
152,7686
162,1848
185,3192
186,5761
190,7133
199,5705
200,1288
202,7315
211,1302
223,5537
229,238
235,3619
240,6279
258,9821
265,7028
267,7112
280,6839
293,7098
296,9660
307,6412
308,6230
349,9751
355,3038
358,2366
366,3395
370,2065
373,5999
376,6734
385,6405
387,6202
388,6440
394,6013
398,6517
407,5292
414,7896
415,6167
427,9485
429,9205
437,476
453,5866
477,812
484,742
486,2247
487,6720
509,1722
511,5747
512,7805
517,868
525,5187
527,1771
536,3010
537,21
553,6776
561,7182
572,2289
574,2891
578,3549
586,8092
594,5859
597,4536
602,1246
609,4767
613,8372
618,2030
623,4438
650,8904
651,4844
658,7924
663,4256
667,9933
678,371
686,7413
703,3857
709,7700
712,5887
718,8862
719,959
721,3787
725,2135
727,5740
728,3955
730,5467
735,112
736,9569
737,1218
756,8701
780,217
781,3465
782,7
783,3808
786,3458
794,546
796,6097
814,1407
817,3556
823,7756
827,6699
836,721
839,4235
842,1491
845,3094
850,8918
861,973
865,7819
866,1974
880,2793
882,6174
887,3241
888,1106
892,5362
906,7007
909,1953
916,1470
924,4823
929,6587
930,5418
932,8806
953,9163
956,5180
980,6944
984,9303
986,7434
988,6615
989,2079
1009,8526
1015,7917
1023,294
1042,4942
1049,2751
1056,882
1059,5061
1068,4291
1076,910
1081,336
1087,6265
1095,4039
1098,3738
1116,3766
1120,3913
1121,9667
1125,4802
1128,1568
1144,8757
1156,8729
1157,4851
1160,1687
1191,6209
1206,4459
1218,2758
1224,7343
1238,5691
1243,1673
1245,945
1246,7931
1262,7063
1285,1267
1288,9793
1292,5404
1311,7322
1322,9149
1336,7497
1338,6307
1341,5383
1350,5901
1352,2016
1354,672
1368,861
1371,8638
1377,1981
1384,9373
1390,9114
1391,5544
1412,2107
1418,1134
1420,6622
1423,3717
1430,5460
1432,8232
1463,1694
1470,4795
1516,994
1519,3269
1524,8393
1534,9401
1540,9429
1543,2954
1546,455
1547,7504
1562,3843
1567,266
1570,3542
1571,3297
1574,3997
1577,2450
1592,1820
1593,1337
1605,9499
1609,8512
1613,378
1615,3801
1616,3157
1622,5698
1629,6398
1672,7770
1673,2926
1701,2282
1706,5334
1727,9562
1729,4620
1736,6986
1757,1617
1758,4781
1761,686
1762,1442
1768,5264
1770,8190
1773,7602
1774,3528
1776,7399
1783,2569
1788,3850
1791,2338
1797,5313
1803,42
1809,5481
1821,7385
1823,9170
1831,231
1851,3129
1852,8953
1857,301
1862,1988
1863,5453
1871,6755
1872,2730
1878,2667
1897,4977
1904,9597
1905,9800
1926,3325
1934,8274
1942,2296
1943,63
1947,1330
1948,560
1952,9394
1959,1904
1969,8834
1970,2989
1979,2681
1990,210
1995,6573
2001,8365
2006,4319
2024,483
2035,6923
2042,2800
2044,2814
2047,6713
2053,7483
2068,3724
2078,7861
2081,4228
2086,6769
2090,7259
2093,9513
2110,7847
2116,2688
2118,315
2122,5348
2126,7560
2152,3598
2159,7287
2161,8533
2170,2646
2173,7616
2194,9135
2211,8841
2232,3878
2243,2212
2248,6069
2254,7161
2255,2037
2256,6377
2261,525
2271,6006
2291,6671
2333,6804
2343,3003
2354,9681
2356,2856
2363,3206
2383,2597
2385,8015
2389,9086
2391,2464
2394,2842
2398,1169
2400,2072
2403,6727
2420,1785
2422,3794
2428,5145
2430,7147
2440,1813
2457,8358
2460,784
2462,8799
2464,3696
2474,6503
2479,7042
2482,5607
2483,9723
2491,6216
2492,7140
2497,6118
2502,2331
2503,791
2519,5523
2520,1505
2522,1113
2526,9975
2529,1799
2539,1281
2548,2317
2553,1484
2560,9072
2563,6545
2564,434
2566,9702
2571,3892
2587,3388
2596,8561
2599,4830
2603,6328
2614,2219
2617,5894
2623,4858
2626,5726
2630,3227
2631,1554
2655,4900
2661,805
2673,644
2675,2695
2684,4081
2688,9107
2691,6020
2698,4648
2700,4473
2705,6251
2706,4347
2726,6930
2729,5957
2730,7273
2737,7567
2739,6349
2744,5600
2755,3570
2760,9051
2764,7693
2765,4123
2779,8687
2784,3437
2788,3689
2793,9212
2796,9758
2798,1925
2801,4515
2809,1575
2816,6153
2823,8246
2839,6846
2844,714
2854,6706
2870,3444
2879,4480
2890,6685
2899,5936
2910,9380
2913,8064
2932,7469
2945,7084
2950,3759
2958,4263
2962,4837
2965,889
2966,8197
2972,8603
2977,9625
2987,6132
2991,9884
2999,6286
3002,9121
3017,8449
3026,7826
3037,4739
3042,7840
3051,6195
3055,203
3063,329
3068,2163
3070,2471
3071,5040
3075,3647
3078,4137
3079,2884
3087,1379
3105,6489
3111,5586
3133,2772
3135,1869
3139,2373
3150,8652
3156,3346
3176,8778
3179,8736
3186,1176
3188,9352
3191,9058
3199,6601
3200,4445
3211,3675
3217,4466
3221,539
3236,2324
3238,602
3249,1463
3264,3661
3270,5943
3305,6076
3306,1344
3307,5502
3310,6104
3312,3430
3315,7525
3317,9618
3320,5572
3321,8211
3342,9688
3343,4389
3363,5985
3367,9534
3382,4606
3386,161
3389,679
3394,4242
3406,2275
3408,3479
3409,3612
3410,7630
3414,8386
3418,3920
3426,2835
3429,5838
3435,8470
3447,8008
3464,826
3476,4585
3483,8253
3494,7308
3505,3976
3506,1603
3513,1715
3519,1946
3522,8855
3528,6293
3535,2765
3539,175
3542,4970
3548,6342
3559,4144
3562,4354
3564,4655
3565,4963
3568,4165
3569,1372
3588,6482
3596,2303
3605,1624
3608,2541
3611,9338
3625,287
3639,2002
3646,1666
3659,8239
3667,3871
3673,2240
3677,1400
3691,9863
3698,3822
3699,3472
3711,6853
3712,6874
3714,4375
3716,1680
3720,6916
3728,8505
3729,5082
3742,1589
3744,8127
3748,6958
3751,1750
3755,4732
3759,3353
3768,3136
3772,8183
3776,2618
3779,1190
3781,3087
3799,8813
3809,6055
3831,1064
3836,707
3837,7252
3843,5488
3854,4494
3855,9037
3858,6125
3859,5208
3861,1918
3871,1260
3873,7455
3875,5810
3894,5285
3896,2870
3904,448
3910,9079
3916,5593
3920,9198
3924,3493
3927,1526
3934,5103
3935,7238
3947,9191
3949,5236
3957,2576
3962,1078
3974,9233
3980,8113
4003,966
4004,5075
4007,7889
4027,2142
4032,2625
4044,3052
4046,2611
4047,9387
4049,7049
4065,8883
4088,1309
